,u,i,ts,label,idx
58,2914,15254,0.005050781,3.0,59
59,8232,15261,0.00654204,5.0,60
60,14082,15254,0.007790009,1.0,61
61,2915,15254,0.0082511,5.0,62
62,12556,15254,0.01191664,3.0,63
63,8283,15261,0.012339649,2.0,64
64,13594,15254,0.013766224,2.0,65
65,14086,15261,0.014027535,5.0,66
66,8149,15261,0.014516357,1.0,67
67,428,15261,0.01474456,1.0,68
68,12091,15258,0.014916088,5.0,69
69,3789,15254,0.015411013,1.0,70
70,7743,15258,0.015417297,1.0,71
71,14107,15254,0.015622058,1.0,72
72,12593,15254,0.015677681,1.0,73
73,11688,15261,0.015741774,1.0,74
74,2176,15254,0.015765936,1.0,75
75,7490,15258,0.015858554,5.0,76
76,12483,15254,0.016170885,3.0,77
77,12574,15258,0.016298941,1.0,78
78,10736,15261,0.016453385,4.0,79
79,7606,15254,0.016492081,5.0,80
80,4787,15261,0.016508383,5.0,81
81,2618,15258,0.016732319,5.0,82
82,10661,15261,0.016943643,2.0,83
83,3384,15258,0.017517377,1.0,84
84,4648,15261,0.017773451,4.0,85
85,9611,15258,0.017952518,5.0,86
86,761,15261,0.018688694,5.0,87
87,7365,15258,0.018731815,5.0,88
88,2014,15261,0.020131734,5.0,89
89,410,15261,0.020186506,5.0,90
90,11439,15258,0.021057878,2.0,91
91,14149,15254,0.0214287,1.0,92
92,11638,15254,0.021637968,2.0,93
93,4560,15254,0.02164641,5.0,94
94,422,15258,0.021862909,4.0,95
95,8354,15254,0.022060531,2.0,96
96,5480,15258,0.022328309,3.0,97
97,7531,15261,0.023544261,5.0,98
98,4784,15254,0.024347965,2.0,99
99,14286,15254,0.024411914,5.0,100
100,4541,15258,0.025255747,5.0,101
101,5478,15254,0.025612967,5.0,102
102,13016,15261,0.025677012,5.0,103
103,14074,15261,0.026609244,5.0,104
104,841,15258,0.027312955,5.0,105
105,11316,15254,0.02763859,5.0,106
106,2938,15254,0.027827708,5.0,107
107,4663,15258,0.029427233,5.0,108
108,124,15261,0.030367464,5.0,109
109,13919,15254,0.031808626,2.0,110
110,5864,15254,0.031949986,3.0,111
111,14285,15258,0.032715768,3.0,112
112,5138,15258,0.033766082,1.0,113
113,225,15261,0.038196069,5.0,114
114,7223,15261,0.038829542,3.0,115
115,7500,15254,0.038924356,5.0,116
116,1403,15261,0.038938765,4.0,117
117,9716,15254,0.039240233,4.0,118
118,3212,15254,0.039248622,5.0,119
119,9662,15254,0.039323035,5.0,120
120,3942,15261,0.039454474,4.0,121
121,6339,15261,0.039468594,4.0,122
122,10187,15261,0.039781771,5.0,123
123,10413,15258,0.040163422,5.0,124
124,14049,15258,0.040172897,5.0,125
125,5476,15261,0.040235544,5.0,126
126,11691,15261,0.040308242,4.0,127
127,9634,15254,0.040309568,5.0,128
128,13481,15254,0.040316342,5.0,129
129,14274,15258,0.040317188,5.0,130
130,14185,15254,0.040406904,5.0,131
131,14247,15258,0.040475278,5.0,132
132,14247,15258,0.040475278,5.0,133
133,12155,15254,0.040511889,5.0,134
134,12559,15254,0.040733408,5.0,135
135,4316,15261,0.040747668,1.0,136
136,3665,15254,0.040978043,5.0,137
137,5834,15254,0.04097909,2.0,138
138,13459,15261,0.040982506,5.0,139
139,14078,15254,0.040983832,5.0,140
140,5139,15254,0.040984005,5.0,141
141,2639,15258,0.040984289,4.0,142
142,2295,15261,0.040989223,5.0,143
143,14115,15261,0.040989459,5.0,144
144,5654,15258,0.04099385,5.0,145
145,743,15261,0.040994143,4.0,146
146,10145,15261,0.041002013,5.0,147
147,3478,15254,0.041004478,5.0,148
148,14214,15261,0.041011958,2.0,149
149,14267,15258,0.04101365,5.0,150
150,14051,15258,0.041016931,5.0,151
151,10372,15261,0.041069738,5.0,152
152,14141,15258,0.041078218,5.0,153
153,8760,15254,0.041081697,5.0,154
154,10500,15258,0.041084181,5.0,155
155,10708,15258,0.041099171,5.0,156
156,10118,15261,0.041125207,5.0,157
157,11729,15258,0.041169991,5.0,158
158,3792,15258,0.04119459,4.0,159
159,14067,15258,0.041308915,4.0,160
160,4190,15258,0.041322666,4.0,161
161,4650,15258,0.041370572,5.0,162
162,10879,15261,0.04138192,5.0,163
163,4931,15254,0.041393101,5.0,164
164,4426,15258,0.041393994,5.0,165
165,10280,15261,0.041404017,4.0,166
166,9401,15254,0.041413116,4.0,167
167,2927,15254,0.041427862,5.0,168
168,11606,15254,0.041429063,2.0,169
169,14175,15261,0.041435741,5.0,170
170,9696,15254,0.041496779,5.0,171
171,9696,15254,0.041496779,5.0,172
172,14089,15258,0.041500661,5.0,173
173,9112,15258,0.041747164,4.0,174
174,9112,15258,0.041747164,4.0,175
175,10266,15258,0.041763322,4.0,176
176,13473,15261,0.041809494,5.0,177
177,8672,15261,0.041812852,5.0,178
178,11464,15254,0.041849084,5.0,179
179,4166,15254,0.041901357,5.0,180
180,8766,15261,0.041969457,5.0,181
181,14104,15254,0.041972883,5.0,182
182,4903,15261,0.042251837,5.0,183
183,4846,15261,0.042253403,5.0,184
184,14142,15261,0.04268864,5.0,185
185,14142,15261,0.04268864,5.0,186
186,14142,15261,0.04268864,5.0,187
187,2324,15254,0.042698153,5.0,188
188,1682,15261,0.042986346,5.0,189
189,14143,15258,0.043478373,5.0,190
190,1795,15258,0.043525318,5.0,191
191,10782,15258,0.043890024,4.0,192
192,13881,15258,0.043953324,5.0,193
193,1154,15261,0.044430342,5.0,194
194,14161,15258,0.044432552,1.0,195
195,10866,15258,0.044444035,5.0,196
196,7074,15261,0.044483437,5.0,197
197,12199,15254,0.044731152,5.0,198
198,5345,15261,0.045173321,5.0,199
199,3560,15254,0.045574898,4.0,200
200,4048,15261,0.045631587,5.0,201
201,5241,15261,0.045924209,3.0,202
202,14183,15261,0.046006007,5.0,203
203,14124,15254,0.046393304,1.0,204
204,14283,15261,0.047177238,5.0,205
205,645,15258,0.048369407,5.0,206
206,8921,15258,0.049306035,5.0,207
207,11446,15254,0.049330312,3.0,208
208,10542,15261,0.049362417,5.0,209
209,10638,15254,0.049377897,4.0,210
210,14187,15258,0.049395006,5.0,211
211,6569,15258,0.049694129,5.0,212
212,13017,15261,0.049711195,5.0,213
213,13017,15261,0.049711195,5.0,214
214,6111,15258,0.050018991,4.0,215
215,4462,15261,0.051385037,5.0,216
216,6248,15258,0.051794906,5.0,217
217,10891,15258,0.051795814,3.0,218
218,11215,15258,0.051797577,5.0,219
219,10012,15258,0.051799879,5.0,220
220,13004,15254,0.051802199,5.0,221
221,4662,15258,0.051803016,5.0,222
222,11074,15254,0.051807441,5.0,223
223,12310,15254,0.051817204,4.0,224
224,5122,15261,0.051821225,5.0,225
225,10071,15258,0.051830023,5.0,226
226,1242,15254,0.051831257,3.0,227
227,7191,15254,0.051839459,5.0,228
228,10120,15258,0.051853988,5.0,229
229,1190,15261,0.051888403,5.0,230
230,13160,15254,0.051888634,5.0,231
231,14264,15261,0.051903754,5.0,232
232,6980,15261,0.051929818,4.0,233
233,9609,15258,0.05193826,5.0,234
234,5817,15258,0.052126239,4.0,235
235,5909,15258,0.052159501,3.0,236
236,14199,15261,0.052185129,5.0,237
237,11441,15254,0.052185869,5.0,238
238,14288,15258,0.052186594,5.0,239
239,8388,15258,0.052187127,4.0,240
240,4016,15261,0.05219186,5.0,241
241,10395,15258,0.052193167,4.0,242
242,6352,15254,0.052197404,5.0,243
243,13469,15261,0.052200133,4.0,244
244,13858,15261,0.052208397,5.0,245
245,8437,15254,0.05224152,1.0,246
246,9901,15254,0.052245152,4.0,247
247,14113,15254,0.05224569,5.0,248
248,6492,15258,0.052246012,5.0,249
249,6871,15261,0.052297441,3.0,250
250,12799,15261,0.052309798,5.0,251
251,10631,15261,0.052317413,4.0,252
252,12845,15254,0.052379767,1.0,253
253,2072,15261,0.052607091,4.0,254
254,12474,15258,0.052607312,5.0,255
255,11365,15261,0.052623935,5.0,256
256,4575,15258,0.052714261,5.0,257
257,321,15261,0.052717778,5.0,258
258,4028,15261,0.052719955,4.0,259
259,8136,15258,0.052847853,5.0,260
260,8116,15261,0.052986849,5.0,261
261,11516,15254,0.05301559,5.0,262
262,14194,15261,0.053016609,3.0,263
263,9025,15261,0.053431114,4.0,264
264,12738,15254,0.053432036,5.0,265
265,4390,15261,0.053581934,5.0,266
266,14224,15254,0.053971259,5.0,267
267,8518,15261,0.054345905,4.0,268
268,8417,15254,0.054360564,1.0,269
269,6347,15258,0.054373478,2.0,270
270,14251,15254,0.054488149,5.0,271
271,6666,15254,0.054776097,1.0,272
272,10674,15258,0.055051952,5.0,273
273,6360,15254,0.055119216,5.0,274
274,14232,15261,0.055396488,5.0,275
275,14232,15261,0.055396488,5.0,276
276,14195,15258,0.055447959,5.0,277
277,5993,15254,0.055539587,5.0,278
278,322,15261,0.055587154,5.0,279
279,5844,15261,0.056413671,5.0,280
280,5469,15261,0.057543032,5.0,281
281,7536,15258,0.057582553,3.0,282
282,9183,15261,0.05760856,5.0,283
283,14052,15258,0.057651871,5.0,284
284,12629,15261,0.057778956,4.0,285
285,10237,15254,0.057997194,5.0,286
286,14121,15254,0.057998037,1.0,287
287,12980,15261,0.058004158,5.0,288
288,9344,15261,0.058343125,1.0,289
289,7106,15258,0.058425529,3.0,290
290,10742,15254,0.059354069,5.0,291
291,8952,15254,0.059743925,5.0,292
292,5230,15261,0.060002411,5.0,293
293,10923,15258,0.060074506,4.0,294
294,13128,15258,0.060075818,5.0,295
295,2220,15254,0.060387386,1.0,296
296,12349,15261,0.060471668,5.0,297
297,4956,15254,0.060529968,5.0,298
298,10240,15261,0.060538463,5.0,299
299,3031,15254,0.060598278,4.0,300
300,5569,15254,0.060924458,4.0,301
301,953,15258,0.060935668,5.0,302
302,10476,15254,0.061332605,5.0,303
303,14064,15261,0.061381897,4.0,304
304,9481,15261,0.061798977,5.0,305
305,3277,15258,0.062224523,1.0,306
306,315,15258,0.062545102,4.0,307
307,12350,15254,0.06267352,5.0,308
308,14289,15258,0.063140447,3.0,309
309,12781,15261,0.063188427,5.0,310
310,10924,15254,0.063400366,5.0,311
311,6853,15258,0.063519668,4.0,312
312,14271,15254,0.063525614,2.0,313
313,13514,15258,0.063529578,5.0,314
314,12774,15258,0.063530488,5.0,315
315,14077,15258,0.063539404,5.0,316
316,559,15254,0.063777989,5.0,317
317,4803,15258,0.063813521,5.0,318
318,14174,15254,0.063815347,5.0,319
319,14201,15261,0.063825928,5.0,320
320,2129,15261,0.064135257,5.0,321
321,13453,15254,0.064188881,5.0,322
322,9007,15261,0.064235568,5.0,323
323,13420,15254,0.064244546,3.0,324
324,1401,15258,0.064335486,5.0,325
325,14263,15261,0.064341375,5.0,326
326,5312,15254,0.064606343,4.0,327
327,10129,15261,0.06535756,4.0,328
328,8734,15254,0.065399042,5.0,329
329,14059,15261,0.065427476,1.0,330
330,2257,15254,0.067265868,5.0,331
331,9596,15258,0.067439371,5.0,332
332,3729,15254,0.069485378,5.0,333
333,12025,15254,0.070456283,4.0,334
334,14075,15261,0.072549118,5.0,335
335,14158,15254,0.072588275,5.0,336
336,6802,15254,0.072589388,5.0,337
337,5035,15258,0.072604968,5.0,338
338,12703,15261,0.072618737,4.0,339
339,10480,15254,0.072620475,3.0,340
340,8858,15254,0.072626185,4.0,341
341,11370,15258,0.07262922,5.0,342
342,14200,15254,0.07263073,5.0,343
343,14039,15261,0.072633663,5.0,344
344,5825,15254,0.072634128,2.0,345
345,8229,15261,0.072663089,5.0,346
346,7741,15258,0.072667969,5.0,347
347,7571,15254,0.072680789,4.0,348
348,12308,15261,0.072680831,5.0,349
349,5280,15258,0.072682518,5.0,350
350,2469,15261,0.07270456,5.0,351
351,12566,15254,0.072858886,5.0,352
352,14095,15258,0.072910652,5.0,353
353,5700,15254,0.072929843,3.0,354
354,2945,15261,0.072989703,2.0,355
355,12880,15261,0.073040464,5.0,356
356,8379,15254,0.073212088,5.0,357
357,9384,15254,0.073300815,3.0,358
358,1641,15261,0.073450048,3.0,359
359,10691,15258,0.073451497,3.0,360
360,7289,15254,0.07345631,5.0,361
361,10119,15258,0.073484174,5.0,362
362,14240,15254,0.073495134,5.0,363
363,4986,15254,0.073495985,3.0,364
364,4613,15254,0.073496888,5.0,365
365,5824,15261,0.073740763,5.0,366
366,11739,15261,0.073752775,5.0,367
367,14220,15254,0.073788616,5.0,368
368,4838,15254,0.07380875,5.0,369
369,4838,15254,0.07380875,5.0,370
370,13127,15261,0.073814241,5.0,371
371,10755,15258,0.073827432,5.0,372
372,13383,15258,0.073988348,2.0,373
373,14226,15258,0.074131324,5.0,374
374,5170,15258,0.074194934,5.0,375
375,14088,15261,0.074198482,3.0,376
376,1789,15261,0.07422605,5.0,377
377,14164,15261,0.074273859,5.0,378
378,1022,15254,0.074398988,5.0,379
379,8771,15254,0.074735605,4.0,380
380,2182,15261,0.074927685,5.0,381
381,2101,15261,0.074956951,5.0,382
382,13069,15261,0.075169295,5.0,383
383,2940,15254,0.075175019,4.0,384
384,12334,15258,0.075223807,1.0,385
385,8433,15258,0.075563161,1.0,386
386,12564,15254,0.075690258,2.0,387
387,10358,15254,0.075759519,5.0,388
388,14058,15254,0.075790927,5.0,389
389,14131,15254,0.076216952,2.0,390
390,2944,15254,0.076264823,5.0,391
391,11593,15254,0.076265302,5.0,392
392,14268,15258,0.076327883,5.0,393
393,11264,15261,0.076388083,5.0,394
394,2875,15258,0.076442952,5.0,395
395,13665,15248,0.076602185,5.0,396
396,13740,15248,0.076616732,5.0,397
397,13678,15248,0.076626085,5.0,398
398,13784,15248,0.076629913,5.0,399
399,8602,15248,0.076631866,5.0,400
400,14057,15254,0.076654739,1.0,401
401,13145,15254,0.07668358,4.0,402
402,2118,15254,0.076707133,5.0,403
403,2212,15254,0.076749459,5.0,404
404,5975,15248,0.076809457,2.0,405
405,12472,15258,0.077098522,4.0,406
406,14159,15261,0.07710406,4.0,407
407,14282,15254,0.07715869,4.0,408
408,2179,15254,0.07758998,5.0,409
409,4253,15261,0.077671766,3.0,410
410,12120,15254,0.077892375,5.0,411
411,13720,15248,0.078099515,5.0,412
412,13007,15254,0.07821378,3.0,413
413,13689,15248,0.078248263,5.0,414
414,9228,15258,0.078341171,3.0,415
415,4671,15261,0.078483288,5.0,416
416,10253,15254,0.078945282,5.0,417
417,8967,15261,0.079643533,4.0,418
418,14090,15258,0.079658498,5.0,419
419,10193,15258,0.079683873,5.0,420
420,5105,15261,0.07982004,5.0,421
421,14236,15254,0.080143812,5.0,422
422,912,15545,0.080368941,1.0,423
423,7747,15261,0.080435452,5.0,424
424,4620,15258,0.080657699,4.0,425
425,1007,15248,0.080831072,1.0,426
426,9399,15254,0.080833993,2.0,427
427,9632,15248,0.08088044,2.0,428
428,5026,15248,0.080944755,1.0,429
429,5185,15248,0.08100933,2.0,430
430,374,15248,0.081121186,4.0,431
431,9107,15248,0.081194564,5.0,432
432,13772,15248,0.081938532,5.0,433
433,1956,15261,0.082068589,5.0,434
434,2838,15258,0.082205932,5.0,435
435,14218,15261,0.082242054,5.0,436
436,5482,15258,0.082244576,5.0,437
437,516,15254,0.0825133,4.0,438
438,12587,15261,0.082520311,5.0,439
439,8790,15261,0.08252475,5.0,440
440,14060,15261,0.082562494,1.0,441
441,2937,15254,0.082563574,5.0,442
442,14076,15261,0.082664343,5.0,443
443,4978,15254,0.082813008,5.0,444
444,13073,15258,0.082886844,5.0,445
445,6956,15254,0.083028234,5.0,446
446,10206,15254,0.083318705,3.0,447
447,10206,15254,0.083318705,3.0,448
448,5039,15261,0.083649891,5.0,449
449,14156,15261,0.083667308,5.0,450
450,9433,15258,0.08375148,2.0,451
451,12565,15254,0.083836906,1.0,452
452,8256,15254,0.083837838,4.0,453
453,14119,15258,0.083845262,5.0,454
454,2625,15248,0.083869755,1.0,455
455,5104,15261,0.08391096,5.0,456
456,11596,15261,0.084000947,5.0,457
457,12148,15261,0.084153755,2.0,458
458,10445,15261,0.084161315,5.0,459
459,2217,15254,0.084187268,5.0,460
460,10687,15258,0.084265832,3.0,461
461,10577,15258,0.084283746,5.0,462
462,2881,15261,0.084320154,5.0,463
463,5589,15248,0.084590837,3.0,464
464,14259,15261,0.084666169,5.0,465
465,6910,15258,0.084692576,5.0,466
466,13104,15261,0.084696879,4.0,467
467,12071,15261,0.085089382,5.0,468
468,4563,15261,0.085130099,5.0,469
469,12854,15254,0.085141543,5.0,470
470,2931,15254,0.085468371,5.0,471
471,10085,15258,0.085579257,3.0,472
472,11939,15261,0.086136229,5.0,473
473,11415,15258,0.086203999,2.0,474
474,458,15248,0.086620411,1.0,475
475,9484,15254,0.08668467,5.0,476
476,12180,15261,0.086690739,5.0,477
477,14111,15261,0.086744584,5.0,478
478,2423,15261,0.086751208,2.0,479
479,6324,15261,0.086770609,5.0,480
480,11258,15254,0.086774724,5.0,481
481,13747,15248,0.086798585,1.0,482
482,3702,15261,0.086837905,5.0,483
483,7297,15248,0.086880333,5.0,484
484,11126,15261,0.086972065,5.0,485
485,289,15248,0.086981863,5.0,486
486,14097,15254,0.087048581,5.0,487
487,3580,15545,0.087199795,5.0,488
488,14130,15261,0.087421874,5.0,489
489,14130,15261,0.087421874,5.0,490
490,5717,15254,0.087492355,3.0,491
491,4307,15258,0.087514037,2.0,492
492,9608,15258,0.087536703,5.0,493
493,9049,15261,0.087601181,5.0,494
494,6355,15254,0.087614106,5.0,495
495,10136,15254,0.08794073,5.0,496
496,10673,15261,0.088047876,5.0,497
497,5271,15261,0.088310025,5.0,498
498,1310,15261,0.088470501,5.0,499
499,4403,15248,0.088501043,5.0,500
500,14192,15261,0.089211595,5.0,501
501,14061,15261,0.08927119,5.0,502
502,12828,15261,0.089283208,5.0,503
503,14279,15254,0.08928397,2.0,504
504,9465,15261,0.089340635,3.0,505
505,6341,15254,0.089457535,5.0,506
506,11318,15261,0.08952283,3.0,507
507,14203,15261,0.089539075,5.0,508
508,7159,15254,0.089545684,5.0,509
509,1120,15254,0.089597499,4.0,510
510,14225,15261,0.08970018,5.0,511
511,11222,15254,0.089944389,5.0,512
512,14125,15261,0.089969941,5.0,513
513,14125,15261,0.089969941,5.0,514
514,3227,15261,0.090155026,5.0,515
515,12400,15254,0.09038947,5.0,516
516,1673,15261,0.090483366,5.0,517
517,11961,15261,0.090563307,5.0,518
518,14132,15258,0.090764111,5.0,519
519,14132,15258,0.090764111,5.0,520
520,14132,15258,0.090764111,5.0,521
521,10084,15258,0.090836463,5.0,522
522,7139,15258,0.091272534,5.0,523
523,1235,15248,0.091520568,5.0,524
524,8979,15261,0.09153938,5.0,525
525,9999,15254,0.091582078,5.0,526
526,8687,15261,0.091644683,5.0,527
527,893,15261,0.092245305,5.0,528
528,14091,15254,0.092453842,5.0,529
529,11571,15248,0.092454949,2.0,530
530,13754,15248,0.092464098,2.0,531
531,7296,15248,0.092496418,5.0,532
532,12142,15248,0.092508119,5.0,533
533,13377,15254,0.092520167,5.0,534
534,6554,15258,0.092570101,4.0,535
535,5764,15248,0.092601352,1.0,536
536,6159,15258,0.092607838,3.0,537
537,2500,15248,0.093068679,5.0,538
538,13555,15254,0.093076271,5.0,539
539,681,15261,0.093227957,4.0,540
540,11702,15261,0.093259524,5.0,541
541,14153,15258,0.093265555,5.0,542
542,7657,15254,0.093272043,2.0,543
543,14098,15258,0.093282386,5.0,544
544,612,15248,0.09328407,5.0,545
545,12834,15261,0.093306427,5.0,546
546,12567,15254,0.093318441,4.0,547
547,12488,15261,0.093331541,3.0,548
548,3470,15254,0.093363082,3.0,549
549,14246,15254,0.093402236,3.0,550
550,167,15261,0.093728491,5.0,551
551,8121,15254,0.093919231,5.0,552
552,13018,15261,0.094271652,5.0,553
553,14243,15254,0.094439981,5.0,554
554,2471,15248,0.09457335,5.0,555
555,6186,15248,0.094975989,1.0,556
556,10893,15261,0.094984428,5.0,557
557,8960,15261,0.095524781,5.0,558
558,9331,15254,0.095670105,5.0,559
559,2009,15258,0.095830111,4.0,560
560,10640,15254,0.095830881,5.0,561
561,14265,15261,0.096137517,1.0,562
562,14265,15261,0.096137517,1.0,563
563,1521,15261,0.096358356,5.0,564
564,9177,15248,0.096692009,5.0,565
565,14233,15254,0.096898644,4.0,566
566,14073,15258,0.096996061,2.0,567
567,14262,15254,0.097019045,5.0,568
568,11762,15248,0.097123473,5.0,569
569,3842,15254,0.097148605,5.0,570
570,13574,15254,0.097171901,5.0,571
571,3824,15248,0.098664312,5.0,572
572,12710,15254,0.098703845,5.0,573
573,11969,15254,0.099352016,5.0,574
574,4750,15261,0.099510172,5.0,575
575,6479,15254,0.100256652,5.0,576
576,5146,15258,0.100899125,3.0,577
577,9252,15261,0.100944919,5.0,578
578,13842,15258,0.101188011,5.0,579
579,6945,15254,0.101212511,5.0,580
580,6599,15254,0.101757514,5.0,581
581,7481,15254,0.102000907,5.0,582
582,14105,15261,0.102056134,5.0,583
583,12965,15254,0.10205973,5.0,584
584,10045,15258,0.102419693,4.0,585
585,7322,15254,0.10258193,2.0,586
586,11560,15261,0.102886933,2.0,587
587,8276,15261,0.103727599,5.0,588
588,10889,15258,0.103818864,4.0,589
589,10557,15258,0.103831296,5.0,590
590,12531,15254,0.103853414,5.0,591
591,6173,15261,0.104551862,4.0,592
592,14066,15261,0.104593353,1.0,593
593,14063,15254,0.104875022,5.0,594
594,12168,15258,0.104956283,5.0,595
595,8491,15261,0.106975699,5.0,596
596,1153,15261,0.107025085,2.0,597
597,9069,15254,0.10704162,3.0,598
598,9069,15254,0.10704162,3.0,599
599,12184,15261,0.107056972,4.0,600
600,6411,15258,0.107760355,3.0,601
601,14050,15261,0.108000014,5.0,602
602,13883,15261,0.108194293,5.0,603
603,10443,15261,0.108230036,5.0,604
604,10676,15258,0.108231245,5.0,605
605,7584,15254,0.108268133,5.0,606
606,14173,15254,0.108314294,5.0,607
607,1442,15261,0.108363004,5.0,608
608,14163,15261,0.108583427,5.0,609
609,14190,15261,0.109072437,5.0,610
610,11602,15254,0.109423457,5.0,611
611,14129,15258,0.109588388,5.0,612
612,4822,15261,0.109668576,5.0,613
613,4479,15254,0.109913797,2.0,614
614,10657,15254,0.110178228,5.0,615
615,2951,15254,0.110276019,4.0,616
616,14272,15254,0.111117145,5.0,617
617,2036,15254,0.111281081,5.0,618
618,2878,15254,0.112950524,5.0,619
619,8211,15254,0.113823322,1.0,620
620,4990,15258,0.114537325,5.0,621
621,7232,15258,0.11473389,5.0,622
622,3354,15254,0.115319232,5.0,623
623,12877,15261,0.115690077,5.0,624
624,14120,15261,0.116538206,5.0,625
625,9053,15258,0.116893676,5.0,626
626,14167,15254,0.117384977,5.0,627
627,13719,15248,0.117898662,3.0,628
628,210,15261,0.119455063,5.0,629
629,14139,15261,0.120031404,5.0,630
630,7043,15254,0.120308588,2.0,631
631,10669,15254,0.120359142,4.0,632
632,14171,15258,0.120397111,5.0,633
633,13087,15248,0.120676736,3.0,634
634,9620,15258,0.120795192,5.0,635
635,12167,15261,0.120834918,5.0,636
636,4443,15248,0.121064642,2.0,637
637,7810,15258,0.121118408,4.0,638
638,14128,15258,0.121293798,1.0,639
639,6765,15258,0.121655371,4.0,640
640,6219,15248,0.121995637,3.0,641
641,14209,15254,0.122017091,5.0,642
642,10854,15248,0.122371786,4.0,643
643,10677,15258,0.122417136,5.0,644
644,14182,15254,0.122434711,5.0,645
645,9641,15261,0.122812952,5.0,646
646,14138,15254,0.122834749,5.0,647
647,7563,15248,0.123117049,3.0,648
648,13166,15261,0.123177693,5.0,649
649,8311,15248,0.123224043,2.0,650
650,4283,15248,0.124449026,4.0,651
651,215,15261,0.124451239,2.0,652
652,9664,15261,0.124477387,5.0,653
653,8748,15261,0.124832257,2.0,654
654,110,15261,0.124891244,4.0,655
655,4845,15248,0.12495188,2.0,656
656,2057,15248,0.125012,5.0,657
657,12644,15254,0.125692102,3.0,658
658,11910,15248,0.126050305,2.0,659
659,1264,15248,0.126059302,5.0,660
660,2214,15248,0.126567138,5.0,661
661,10858,15248,0.126991156,5.0,662
662,11219,15261,0.12716271,2.0,663
663,8709,15261,0.127865612,5.0,664
664,10937,15261,0.128237912,5.0,665
665,12277,15248,0.128614614,5.0,666
666,10411,15254,0.128627557,1.0,667
667,6804,15248,0.128680741,5.0,668
668,3207,15248,0.1290094,2.0,669
669,14242,15261,0.129015408,4.0,670
670,3664,15248,0.12943413,1.0,671
671,14135,15254,0.129447527,5.0,672
672,2183,15261,0.129493169,1.0,673
673,8988,15248,0.129522403,5.0,674
674,14151,15258,0.129547871,5.0,675
675,6900,15254,0.129790983,5.0,676
676,12163,15258,0.129841761,4.0,677
677,3210,15261,0.130673512,5.0,678
678,3405,15258,0.130935696,1.0,679
679,9051,15261,0.131148566,5.0,680
680,2987,15261,0.131260905,4.0,681
681,4351,15261,0.131440405,5.0,682
682,14208,15254,0.13151468,4.0,683
683,1849,15248,0.131785,2.0,684
684,904,15254,0.131991651,3.0,685
685,2863,15261,0.132000976,5.0,686
686,14070,15258,0.13209654,4.0,687
687,13528,15261,0.132354253,4.0,688
688,12939,15254,0.132510133,5.0,689
689,14085,15254,0.132552046,1.0,690
690,14244,15254,0.132744559,1.0,691
691,14244,15254,0.132744559,1.0,692
692,14068,15261,0.132911529,4.0,693
693,14275,15254,0.132913954,5.0,694
694,14202,15258,0.133157415,5.0,695
695,14202,15258,0.133157415,5.0,696
696,11324,15258,0.133158401,3.0,697
697,14193,15254,0.133594898,5.0,698
698,10060,15254,0.133693273,5.0,699
699,8665,15261,0.133956315,5.0,700
