,u,i,ts,label,idx
149,68,69,0.0,0.0,150
150,68,569,0.0,0.0,151
151,69,68,0.0,0.0,152
152,69,569,0.0,0.0,153
153,70,71,0.0,0.0,154
154,71,70,0.0,0.0,155
155,72,62,0.0,0.0,156
156,72,1334,0.0,0.0,157
157,73,74,0.0,0.0,158
158,74,73,0.0,0.0,159
159,75,76,0.0,0.0,160
160,76,75,0.0,0.0,161
161,77,46,0.0,0.0,162
162,77,78,0.0,0.0,163
163,77,1352,0.0,0.0,164
164,77,1353,0.0,0.0,165
165,78,46,0.0,0.0,166
166,78,77,0.0,0.0,167
167,78,1352,0.0,0.0,168
168,78,1353,0.0,0.0,169
169,79,80,0.0,0.0,170
170,80,79,0.0,0.0,171
171,81,82,0.0,0.0,172
172,81,83,0.0,0.0,173
173,82,81,0.0,0.0,174
174,82,83,0.0,0.0,175
175,83,81,0.0,0.0,176
176,83,82,0.0,0.0,177
177,84,85,0.0,0.0,178
178,85,84,0.0,0.0,179
179,86,87,0.0,0.0,180
180,87,86,0.0,0.0,181
181,88,89,0.0,0.0,182
182,88,478,0.0,0.0,183
183,88,479,0.0,0.0,184
184,89,88,0.0,0.0,185
185,89,478,0.0,0.0,186
186,89,479,0.0,0.0,187
187,89,480,0.0,0.0,188
188,90,91,0.0,0.0,189
189,91,90,0.0,0.0,190
190,92,29,0.0,0.0,191
191,92,93,0.0,0.0,192
192,93,29,0.0,0.0,193
193,93,92,0.0,0.0,194
194,94,95,0.0,0.0,195
195,94,119,0.0,0.0,196
196,95,94,0.0,0.0,197
197,95,165,0.0,0.0,198
198,95,277,0.0,0.0,199
199,96,97,0.0,0.0,200
200,97,96,0.0,0.0,201
201,98,99,0.0,0.0,202
202,99,98,0.0,0.0,203
203,100,101,0.0,0.0,204
204,100,102,0.0,0.0,205
205,101,100,0.0,0.0,206
206,101,102,0.0,0.0,207
207,102,100,0.0,0.0,208
208,102,101,0.0,0.0,209
209,103,104,0.0,0.0,210
210,104,103,0.0,0.0,211
211,105,106,0.0,0.0,212
212,105,107,0.0,0.0,213
213,106,105,0.0,0.0,214
214,106,107,0.0,0.0,215
215,107,105,0.0,0.0,216
216,107,106,0.0,0.0,217
217,108,109,0.0,0.0,218
218,108,110,0.0,0.0,219
219,109,108,0.0,0.0,220
220,109,110,0.0,0.0,221
221,110,108,0.0,0.0,222
222,110,109,0.0,0.0,223
223,111,112,0.0,0.0,224
224,111,276,0.0,0.0,225
225,112,111,0.0,0.0,226
226,112,276,0.0,0.0,227
227,112,494,0.0,0.0,228
228,113,114,0.0,0.0,229
229,114,113,0.0,0.0,230
230,115,116,0.0,0.0,231
231,116,115,0.0,0.0,232
232,117,118,0.0,0.0,233
233,118,117,0.0,0.0,234
234,119,94,0.0,0.0,235
235,119,432,0.0,0.0,236
236,119,433,0.0,0.0,237
237,119,659,0.0,0.0,238
238,120,121,0.0,0.0,239
239,121,120,0.0,0.0,240
240,122,123,0.0,0.0,241
241,122,124,0.0,0.0,242
242,122,1422,0.0,0.0,243
243,123,122,0.0,0.0,244
244,123,124,0.0,0.0,245
245,124,122,0.0,0.0,246
246,124,123,0.0,0.0,247
247,125,40,0.0,0.0,248
248,125,126,0.0,0.0,249
249,126,40,0.0,0.0,250
250,126,125,0.0,0.0,251
251,127,54,0.0,0.0,252
252,128,129,0.0,0.0,253
253,128,130,0.0,0.0,254
254,129,128,0.0,0.0,255
255,129,130,0.0,0.0,256
256,129,415,0.0,0.0,257
257,130,128,0.0,0.0,258
258,130,129,0.0,0.0,259
259,130,137,0.0,0.0,260
260,130,141,0.0,0.0,261
261,130,415,0.0,0.0,262
262,130,416,0.0,0.0,263
263,130,836,0.0,0.0,264
264,130,837,0.0,0.0,265
265,130,851,0.0,0.0,266
266,130,1275,0.0,0.0,267
267,131,132,0.0,0.0,268
268,132,131,0.0,0.0,269
269,133,134,0.0,0.0,270
270,134,133,0.0,0.0,271
271,135,136,0.0,0.0,272
272,135,137,0.0,0.0,273
273,136,135,0.0,0.0,274
274,136,137,0.0,0.0,275
275,136,140,0.0,0.0,276
276,136,141,0.0,0.0,277
277,136,817,0.0,0.0,278
278,137,130,0.0,0.0,279
279,137,135,0.0,0.0,280
280,137,136,0.0,0.0,281
281,137,141,0.0,0.0,282
282,137,827,0.0,0.0,283
283,137,828,0.0,0.0,284
284,137,851,0.0,0.0,285
285,138,139,0.0,0.0,286
286,139,138,0.0,0.0,287
287,140,136,0.0,0.0,288
288,140,141,0.0,0.0,289
289,140,817,0.0,0.0,290
290,141,130,0.0,0.0,291
291,141,136,0.0,0.0,292
292,141,137,0.0,0.0,293
293,141,140,0.0,0.0,294
294,141,851,0.0,0.0,295
295,142,143,0.0,0.0,296
296,143,142,0.0,0.0,297
297,144,145,0.0,0.0,298
298,145,144,0.0,0.0,299
299,146,147,0.0,0.0,300
300,147,146,0.0,0.0,301
301,148,149,0.0,0.0,302
302,148,1274,0.0,0.0,303
303,149,148,0.0,0.0,304
304,150,151,0.0,0.0,305
305,151,150,0.0,0.0,306
306,152,153,0.0,0.0,307
307,153,152,0.0,0.0,308
308,154,155,0.0,0.0,309
309,155,154,0.0,0.0,310
310,156,157,0.0,0.0,311
311,156,158,0.0,0.0,312
312,157,156,0.0,0.0,313
313,157,158,0.0,0.0,314
314,158,156,0.0,0.0,315
315,158,157,0.0,0.0,316
316,159,59,0.0,0.0,317
317,159,160,0.0,0.0,318
318,160,59,0.0,0.0,319
319,160,159,0.0,0.0,320
320,160,176,0.0,0.0,321
321,161,162,0.0,0.0,322
322,161,163,0.0,0.0,323
323,162,161,0.0,0.0,324
324,162,163,0.0,0.0,325
325,163,161,0.0,0.0,326
326,163,162,0.0,0.0,327
327,164,165,0.0,0.0,328
328,165,95,0.0,0.0,329
329,165,164,0.0,0.0,330
330,166,58,0.0,0.0,331
331,166,629,0.0,0.0,332
332,167,168,0.0,0.0,333
333,167,169,0.0,0.0,334
334,168,167,0.0,0.0,335
335,168,169,0.0,0.0,336
336,168,194,0.0,0.0,337
337,169,167,0.0,0.0,338
338,169,168,0.0,0.0,339
339,170,171,0.0,0.0,340
340,171,170,0.0,0.0,341
341,172,173,0.0,0.0,342
342,173,172,0.0,0.0,343
343,173,824,0.0,0.0,344
344,174,175,0.0,0.0,345
345,175,174,0.0,0.0,346
346,175,188,0.0,0.0,347
347,175,189,0.0,0.0,348
348,175,190,0.0,0.0,349
349,176,160,0.0,0.0,350
350,177,16,0.0,0.0,351
351,177,178,0.0,0.0,352
352,177,179,0.0,0.0,353
353,178,177,0.0,0.0,354
354,178,179,0.0,0.0,355
355,179,177,0.0,0.0,356
356,179,178,0.0,0.0,357
357,180,181,0.0,0.0,358
358,181,180,0.0,0.0,359
359,182,183,0.0,0.0,360
360,183,182,0.0,0.0,361
361,184,185,0.0,0.0,362
362,185,184,0.0,0.0,363
363,185,528,0.0,0.0,364
364,186,187,0.0,0.0,365
365,186,188,0.0,0.0,366
366,187,186,0.0,0.0,367
367,187,188,0.0,0.0,368
368,188,175,0.0,0.0,369
369,188,186,0.0,0.0,370
370,188,187,0.0,0.0,371
371,188,189,0.0,0.0,372
372,188,190,0.0,0.0,373
373,189,175,0.0,0.0,374
374,189,188,0.0,0.0,375
375,189,190,0.0,0.0,376
376,190,175,0.0,0.0,377
377,190,188,0.0,0.0,378
378,190,189,0.0,0.0,379
379,191,192,0.0,0.0,380
380,191,566,0.0,0.0,381
381,192,191,0.0,0.0,382
382,193,194,0.0,0.0,383
383,194,168,0.0,0.0,384
384,194,193,0.0,0.0,385
385,195,196,0.0,0.0,386
386,196,195,0.0,0.0,387
387,197,198,0.0,0.0,388
388,198,197,0.0,0.0,389
389,199,200,0.0,0.0,390
390,200,199,0.0,0.0,391
391,200,594,0.0,0.0,392
392,201,202,0.0,0.0,393
393,202,201,0.0,0.0,394
394,202,239,0.0,0.0,395
395,203,204,0.0,0.0,396
396,204,203,0.0,0.0,397
397,204,485,0.0,0.0,398
398,205,206,0.0,0.0,399
399,205,207,0.0,0.0,400
400,206,9,0.0,0.0,401
401,206,205,0.0,0.0,402
402,206,207,0.0,0.0,403
403,207,205,0.0,0.0,404
404,207,206,0.0,0.0,405
405,208,209,0.0,0.0,406
406,209,208,0.0,0.0,407
407,209,481,0.0,0.0,408
408,210,211,0.0,0.0,409
409,211,210,0.0,0.0,410
410,212,213,0.0,0.0,411
411,212,214,0.0,0.0,412
412,213,212,0.0,0.0,413
413,213,214,0.0,0.0,414
414,214,212,0.0,0.0,415
415,214,213,0.0,0.0,416
416,215,216,0.0,0.0,417
417,216,215,0.0,0.0,418
418,217,218,0.0,0.0,419
419,218,217,0.0,0.0,420
420,219,220,0.0,0.0,421
421,219,221,0.0,0.0,422
422,219,243,0.0,0.0,423
423,219,267,0.0,0.0,424
424,219,623,0.0,0.0,425
425,220,219,0.0,0.0,426
426,220,221,0.0,0.0,427
427,221,219,0.0,0.0,428
428,221,220,0.0,0.0,429
429,221,222,0.0,0.0,430
430,221,623,0.0,0.0,431
431,222,221,0.0,0.0,432
432,222,668,0.0,0.0,433
433,223,224,0.0,0.0,434
434,224,223,0.0,0.0,435
435,225,226,0.0,0.0,436
436,226,225,0.0,0.0,437
437,227,228,0.0,0.0,438
438,227,497,0.0,0.0,439
439,227,1425,0.0,0.0,440
440,228,227,0.0,0.0,441
441,228,755,0.0,0.0,442
442,229,230,0.0,0.0,443
443,230,229,0.0,0.0,444
444,231,232,0.0,0.0,445
445,232,231,0.0,0.0,446
446,233,234,0.0,0.0,447
447,234,233,0.0,0.0,448
448,235,236,0.0,0.0,449
449,235,237,0.0,0.0,450
450,235,238,0.0,0.0,451
451,236,235,0.0,0.0,452
452,236,237,0.0,0.0,453
453,236,238,0.0,0.0,454
454,237,235,0.0,0.0,455
455,237,236,0.0,0.0,456
456,237,238,0.0,0.0,457
457,238,235,0.0,0.0,458
458,238,236,0.0,0.0,459
459,238,237,0.0,0.0,460
460,239,202,0.0,0.0,461
461,240,241,0.0,0.0,462
462,241,240,0.0,0.0,463
463,242,243,0.0,0.0,464
464,242,251,0.0,0.0,465
465,242,252,0.0,0.0,466
466,242,253,0.0,0.0,467
467,242,263,0.0,0.0,468
468,242,309,0.0,0.0,469
469,242,328,0.0,0.0,470
470,242,473,0.0,0.0,471
471,243,219,0.0,0.0,472
472,243,242,0.0,0.0,473
473,243,267,0.0,0.0,474
474,243,470,0.0,0.0,475
475,244,245,0.0,0.0,476
476,244,246,0.0,0.0,477
477,244,438,0.0,0.0,478
478,244,443,0.0,0.0,479
479,245,244,0.0,0.0,480
480,245,246,0.0,0.0,481
481,246,244,0.0,0.0,482
482,246,245,0.0,0.0,483
483,247,248,0.0,0.0,484
484,248,247,0.0,0.0,485
485,249,250,0.0,0.0,486
486,250,249,0.0,0.0,487
487,251,242,0.0,0.0,488
488,251,252,0.0,0.0,489
489,251,253,0.0,0.0,490
490,252,242,0.0,0.0,491
491,252,251,0.0,0.0,492
492,252,253,0.0,0.0,493
493,252,262,0.0,0.0,494
494,252,313,0.0,0.0,495
495,253,242,0.0,0.0,496
496,253,251,0.0,0.0,497
497,253,252,0.0,0.0,498
498,253,309,0.0,0.0,499
499,253,313,0.0,0.0,500
500,253,439,0.0,0.0,501
501,253,440,0.0,0.0,502
502,254,255,0.0,0.0,503
503,255,254,0.0,0.0,504
504,256,257,0.0,0.0,505
505,256,258,0.0,0.0,506
506,257,256,0.0,0.0,507
507,257,258,0.0,0.0,508
508,257,259,0.0,0.0,509
509,258,256,0.0,0.0,510
510,258,257,0.0,0.0,511
511,259,257,0.0,0.0,512
512,260,261,0.0,0.0,513
513,261,260,0.0,0.0,514
514,262,252,0.0,0.0,515
515,263,242,0.0,0.0,516
516,264,265,0.0,0.0,517
517,265,264,0.0,0.0,518
518,266,267,0.0,0.0,519
519,267,219,0.0,0.0,520
520,267,243,0.0,0.0,521
521,267,266,0.0,0.0,522
522,268,269,0.0,0.0,523
523,268,270,0.0,0.0,524
524,269,268,0.0,0.0,525
525,269,270,0.0,0.0,526
526,270,268,0.0,0.0,527
527,270,269,0.0,0.0,528
528,271,272,0.0,0.0,529
529,271,273,0.0,0.0,530
530,271,1187,0.0,0.0,531
531,272,271,0.0,0.0,532
532,272,273,0.0,0.0,533
533,272,615,0.0,0.0,534
534,273,271,0.0,0.0,535
535,273,272,0.0,0.0,536
536,273,615,0.0,0.0,537
537,274,275,0.0,0.0,538
538,275,274,0.0,0.0,539
539,276,111,0.0,0.0,540
540,276,112,0.0,0.0,541
541,277,95,0.0,0.0,542
542,278,279,0.0,0.0,543
543,279,278,0.0,0.0,544
544,280,281,0.0,0.0,545
545,281,280,0.0,0.0,546
546,282,283,0.0,0.0,547
547,282,314,0.0,0.0,548
548,282,315,0.0,0.0,549
549,283,282,0.0,0.0,550
550,284,285,0.0,0.0,551
551,284,1025,0.0,0.0,552
552,285,284,0.0,0.0,553
553,286,287,0.0,0.0,554
554,287,286,0.0,0.0,555
555,287,290,0.0,0.0,556
556,288,289,0.0,0.0,557
557,289,288,0.0,0.0,558
558,290,287,0.0,0.0,559
559,291,292,0.0,0.0,560
560,291,293,0.0,0.0,561
561,292,291,0.0,0.0,562
562,292,293,0.0,0.0,563
563,293,291,0.0,0.0,564
564,293,292,0.0,0.0,565
565,294,295,0.0,0.0,566
566,295,294,0.0,0.0,567
567,295,673,0.0,0.0,568
568,296,297,0.0,0.0,569
569,297,296,0.0,0.0,570
570,297,1109,0.0,0.0,571
571,297,1110,0.0,0.0,572
572,297,1111,0.0,0.0,573
573,298,299,0.0,0.0,574
574,298,305,0.0,0.0,575
575,298,306,0.0,0.0,576
576,298,325,0.0,0.0,577
577,299,298,0.0,0.0,578
578,300,301,0.0,0.0,579
579,300,302,0.0,0.0,580
580,301,300,0.0,0.0,581
581,301,302,0.0,0.0,582
582,302,300,0.0,0.0,583
583,302,301,0.0,0.0,584
584,303,304,0.0,0.0,585
585,303,871,0.0,0.0,586
586,304,303,0.0,0.0,587
587,304,871,0.0,0.0,588
588,305,298,0.0,0.0,589
589,305,306,0.0,0.0,590
590,306,298,0.0,0.0,591
591,306,305,0.0,0.0,592
592,307,308,0.0,0.0,593
593,308,307,0.0,0.0,594
594,309,242,0.0,0.0,595
595,309,253,0.0,0.0,596
596,310,311,0.0,0.0,597
597,310,312,0.0,0.0,598
598,311,310,0.0,0.0,599
599,311,312,0.0,0.0,600
600,311,658,0.0,0.0,601
601,312,310,0.0,0.0,602
602,312,311,0.0,0.0,603
603,313,252,0.0,0.0,604
604,313,253,0.0,0.0,605
605,314,282,0.0,0.0,606
606,314,315,0.0,0.0,607
607,315,282,0.0,0.0,608
608,315,314,0.0,0.0,609
609,315,434,0.0,0.0,610
610,316,317,0.0,0.0,611
611,316,667,0.0,0.0,612
612,317,316,0.0,0.0,613
613,318,319,0.0,0.0,614
614,319,318,0.0,0.0,615
615,320,321,0.0,0.0,616
616,320,322,0.0,0.0,617
617,320,967,0.0,0.0,618
618,320,968,0.0,0.0,619
619,321,320,0.0,0.0,620
620,321,322,0.0,0.0,621
621,322,320,0.0,0.0,622
622,322,321,0.0,0.0,623
623,323,324,0.0,0.0,624
624,323,451,0.0,0.0,625
625,324,323,0.0,0.0,626
626,325,298,0.0,0.0,627
627,326,327,0.0,0.0,628
628,327,326,0.0,0.0,629
629,328,242,0.0,0.0,630
630,329,330,0.0,0.0,631
631,330,329,0.0,0.0,632
632,331,332,0.0,0.0,633
633,332,331,0.0,0.0,634
634,333,334,0.0,0.0,635
635,334,333,0.0,0.0,636
636,335,336,0.0,0.0,637
637,336,335,0.0,0.0,638
638,336,519,0.0,0.0,639
639,337,338,0.0,0.0,640
640,338,337,0.0,0.0,641
641,339,340,0.0,0.0,642
642,339,341,0.0,0.0,643
643,340,339,0.0,0.0,644
644,340,341,0.0,0.0,645
645,341,339,0.0,0.0,646
646,341,340,0.0,0.0,647
647,341,346,0.0,0.0,648
648,342,343,0.0,0.0,649
649,343,342,0.0,0.0,650
650,344,345,0.0,0.0,651
651,345,344,0.0,0.0,652
652,346,341,0.0,0.0,653
653,347,348,0.0,0.0,654
654,348,347,0.0,0.0,655
655,349,350,0.0,0.0,656
656,350,349,0.0,0.0,657
657,351,352,0.0,0.0,658
658,351,353,0.0,0.0,659
659,352,351,0.0,0.0,660
660,352,353,0.0,0.0,661
661,353,351,0.0,0.0,662
662,353,352,0.0,0.0,663
663,354,355,0.0,0.0,664
664,354,356,0.0,0.0,665
665,354,357,0.0,0.0,666
666,354,358,0.0,0.0,667
667,354,378,0.0,0.0,668
668,355,354,0.0,0.0,669
669,355,356,0.0,0.0,670
670,355,357,0.0,0.0,671
671,355,358,0.0,0.0,672
672,356,354,0.0,0.0,673
673,356,355,0.0,0.0,674
674,356,357,0.0,0.0,675
675,356,358,0.0,0.0,676
676,356,362,0.0,0.0,677
677,357,354,0.0,0.0,678
678,357,355,0.0,0.0,679
679,357,356,0.0,0.0,680
680,357,358,0.0,0.0,681
681,358,354,0.0,0.0,682
682,358,355,0.0,0.0,683
683,358,356,0.0,0.0,684
684,358,357,0.0,0.0,685
685,359,360,0.0,0.0,686
686,359,361,0.0,0.0,687
687,360,359,0.0,0.0,688
688,360,361,0.0,0.0,689
689,361,359,0.0,0.0,690
690,361,360,0.0,0.0,691
691,362,356,0.0,0.0,692
692,363,364,0.0,0.0,693
693,364,363,0.0,0.0,694
694,364,365,0.0,0.0,695
695,364,499,0.0,0.0,696
696,364,500,0.0,0.0,697
697,364,501,0.0,0.0,698
698,364,507,0.0,0.0,699
699,364,508,0.0,0.0,700
700,365,364,0.0,0.0,701
701,366,367,0.0,0.0,702
702,367,366,0.0,0.0,703
703,368,369,0.0,0.0,704
704,368,397,0.0,0.0,705
705,369,368,0.0,0.0,706
706,370,371,0.0,0.0,707
707,371,370,0.0,0.0,708
708,372,373,0.0,0.0,709
709,373,372,0.0,0.0,710
710,373,756,0.0,0.0,711
711,373,757,0.0,0.0,712
712,374,375,0.0,0.0,713
713,375,374,0.0,0.0,714
714,375,620,0.0,0.0,715
715,376,377,0.0,0.0,716
716,377,376,0.0,0.0,717
717,378,354,0.0,0.0,718
718,379,380,0.0,0.0,719
719,380,379,0.0,0.0,720
720,381,382,0.0,0.0,721
721,382,381,0.0,0.0,722
722,383,384,0.0,0.0,723
723,384,383,0.0,0.0,724
724,384,492,0.0,0.0,725
725,385,386,0.0,0.0,726
726,386,385,0.0,0.0,727
727,387,388,0.0,0.0,728
728,387,389,0.0,0.0,729
729,387,390,0.0,0.0,730
730,388,387,0.0,0.0,731
731,388,389,0.0,0.0,732
732,388,390,0.0,0.0,733
733,389,387,0.0,0.0,734
734,389,388,0.0,0.0,735
735,389,390,0.0,0.0,736
736,390,387,0.0,0.0,737
737,390,388,0.0,0.0,738
738,390,389,0.0,0.0,739
739,390,730,0.0,0.0,740
740,390,731,0.0,0.0,741
741,391,392,0.0,0.0,742
742,392,391,0.0,0.0,743
743,393,394,0.0,0.0,744
744,394,393,0.0,0.0,745
745,395,396,0.0,0.0,746
746,395,398,0.0,0.0,747
747,396,395,0.0,0.0,748
748,397,368,0.0,0.0,749
749,398,395,0.0,0.0,750
750,399,400,0.0,0.0,751
751,400,399,0.0,0.0,752
752,401,402,0.0,0.0,753
753,401,403,0.0,0.0,754
754,402,401,0.0,0.0,755
755,402,403,0.0,0.0,756
756,402,1413,0.0,0.0,757
757,403,401,0.0,0.0,758
758,403,402,0.0,0.0,759
759,404,405,0.0,0.0,760
760,405,404,0.0,0.0,761
761,406,407,0.0,0.0,762
762,407,406,0.0,0.0,763
763,408,409,0.0,0.0,764
764,408,410,0.0,0.0,765
765,409,408,0.0,0.0,766
766,409,410,0.0,0.0,767
767,410,408,0.0,0.0,768
768,410,409,0.0,0.0,769
769,410,657,0.0,0.0,770
770,411,412,0.0,0.0,771
771,411,458,0.0,0.0,772
772,412,411,0.0,0.0,773
773,412,458,0.0,0.0,774
774,413,414,0.0,0.0,775
775,414,413,0.0,0.0,776
776,415,129,0.0,0.0,777
777,415,130,0.0,0.0,778
778,415,416,0.0,0.0,779
779,416,130,0.0,0.0,780
780,416,415,0.0,0.0,781
781,417,418,0.0,0.0,782
782,418,417,0.0,0.0,783
783,419,420,0.0,0.0,784
784,420,419,0.0,0.0,785
785,421,422,0.0,0.0,786
786,421,423,0.0,0.0,787
787,422,421,0.0,0.0,788
788,422,423,0.0,0.0,789
789,423,421,0.0,0.0,790
790,423,422,0.0,0.0,791
791,424,425,0.0,0.0,792
792,425,424,0.0,0.0,793
793,426,427,0.0,0.0,794
794,426,1165,0.0,0.0,795
795,427,426,0.0,0.0,796
796,428,429,0.0,0.0,797
797,428,430,0.0,0.0,798
798,428,431,0.0,0.0,799
799,429,428,0.0,0.0,800
800,429,430,0.0,0.0,801
801,429,431,0.0,0.0,802
802,430,428,0.0,0.0,803
803,430,429,0.0,0.0,804
804,430,431,0.0,0.0,805
805,431,428,0.0,0.0,806
806,431,429,0.0,0.0,807
807,431,430,0.0,0.0,808
808,432,119,0.0,0.0,809
809,432,433,0.0,0.0,810
810,432,659,0.0,0.0,811
811,433,119,0.0,0.0,812
812,433,432,0.0,0.0,813
813,434,315,0.0,0.0,814
814,435,436,0.0,0.0,815
815,436,435,0.0,0.0,816
816,437,438,0.0,0.0,817
817,438,244,0.0,0.0,818
818,438,437,0.0,0.0,819
819,438,443,0.0,0.0,820
820,439,253,0.0,0.0,821
821,439,440,0.0,0.0,822
822,440,253,0.0,0.0,823
823,440,439,0.0,0.0,824
824,441,442,0.0,0.0,825
825,442,441,0.0,0.0,826
826,443,244,0.0,0.0,827
827,443,438,0.0,0.0,828
828,444,445,0.0,0.0,829
829,445,444,0.0,0.0,830
830,446,447,0.0,0.0,831
831,447,446,0.0,0.0,832
832,448,449,0.0,0.0,833
833,448,450,0.0,0.0,834
834,449,448,0.0,0.0,835
835,449,450,0.0,0.0,836
836,450,448,0.0,0.0,837
837,450,449,0.0,0.0,838
838,451,323,0.0,0.0,839
839,452,453,0.0,0.0,840
840,453,452,0.0,0.0,841
841,454,455,0.0,0.0,842
842,455,454,0.0,0.0,843
843,456,457,0.0,0.0,844
844,457,456,0.0,0.0,845
845,458,411,0.0,0.0,846
846,458,412,0.0,0.0,847
847,459,460,0.0,0.0,848
848,460,459,0.0,0.0,849
849,460,1420,0.0,0.0,850
850,460,1421,0.0,0.0,851
851,461,462,0.0,0.0,852
852,462,461,0.0,0.0,853
853,463,464,0.0,0.0,854
854,463,465,0.0,0.0,855
855,464,463,0.0,0.0,856
856,464,465,0.0,0.0,857
857,465,463,0.0,0.0,858
858,465,464,0.0,0.0,859
859,466,467,0.0,0.0,860
860,467,466,0.0,0.0,861
861,468,469,0.0,0.0,862
862,469,468,0.0,0.0,863
863,470,243,0.0,0.0,864
864,471,472,0.0,0.0,865
865,472,471,0.0,0.0,866
866,473,242,0.0,0.0,867
867,474,475,0.0,0.0,868
868,475,474,0.0,0.0,869
869,476,477,0.0,0.0,870
870,476,493,0.0,0.0,871
