,u,i,ts,label,idx
138,5,75,0.0,0.0,139
139,5,78,0.0,0.0,140
140,5,85,0.0,0.0,141
141,5,93,0.0,0.0,142
142,5,108,0.0,0.0,143
143,5,131,0.0,0.0,144
144,5,141,0.0,0.0,145
145,5,145,0.0,0.0,146
146,5,161,0.0,0.0,147
147,5,174,0.0,0.0,148
148,5,176,0.0,0.0,149
149,5,190,0.0,0.0,150
150,6,1,0.0,0.0,151
151,6,2,0.0,0.0,152
152,6,6,0.0,0.0,153
153,6,13,0.0,0.0,154
154,6,16,0.0,0.0,155
155,6,19,0.0,0.0,156
156,6,43,0.0,0.0,157
157,6,45,0.0,0.0,158
158,6,46,0.0,0.0,159
159,6,287,0.0,0.0,160
160,6,291,0.0,0.0,161
161,6,338,0.0,0.0,162
162,6,377,0.0,0.0,163
163,6,553,0.0,0.0,164
164,6,559,0.0,0.0,165
165,6,596,0.0,0.0,166
166,6,605,0.0,0.0,167
167,6,742,0.0,0.0,168
168,6,809,0.0,0.0,169
169,6,952,0.0,0.0,170
170,7,1,0.0,0.0,171
171,7,2,0.0,0.0,172
172,7,3,0.0,0.0,173
173,7,5,0.0,0.0,174
174,7,7,0.0,0.0,175
175,7,14,0.0,0.0,176
176,7,17,0.0,0.0,177
177,7,20,0.0,0.0,178
178,7,40,0.0,0.0,179
179,7,44,0.0,0.0,180
180,7,49,0.0,0.0,181
181,7,51,0.0,0.0,182
182,7,55,0.0,0.0,183
183,7,56,0.0,0.0,184
184,7,59,0.0,0.0,185
185,7,68,0.0,0.0,186
186,7,71,0.0,0.0,187
187,7,73,0.0,0.0,188
188,7,74,0.0,0.0,189
189,7,75,0.0,0.0,190
190,7,78,0.0,0.0,191
191,7,79,0.0,0.0,192
192,7,98,0.0,0.0,193
193,7,101,0.0,0.0,194
194,7,108,0.0,0.0,195
195,7,127,0.0,0.0,196
196,7,128,0.0,0.0,197
197,7,149,0.0,0.0,198
198,7,157,0.0,0.0,199
199,7,171,0.0,0.0,200
200,7,174,0.0,0.0,201
201,7,175,0.0,0.0,202
202,7,195,0.0,0.0,203
203,7,218,0.0,0.0,204
204,7,268,0.0,0.0,205
205,8,1,0.0,0.0,206
206,8,2,0.0,0.0,207
207,8,8,0.0,0.0,208
208,8,10,0.0,0.0,209
209,8,14,0.0,0.0,210
210,8,17,0.0,0.0,211
211,8,58,0.0,0.0,212
212,8,59,0.0,0.0,213
213,8,60,0.0,0.0,214
214,8,62,0.0,0.0,215
215,8,63,0.0,0.0,216
216,8,64,0.0,0.0,217
217,8,66,0.0,0.0,218
218,8,98,0.0,0.0,219
219,8,101,0.0,0.0,220
220,8,103,0.0,0.0,221
221,8,107,0.0,0.0,222
222,8,109,0.0,0.0,223
223,8,141,0.0,0.0,224
224,8,147,0.0,0.0,225
225,8,153,0.0,0.0,226
226,8,163,0.0,0.0,227
227,8,164,0.0,0.0,228
228,8,165,0.0,0.0,229
229,8,168,0.0,0.0,230
230,8,177,0.0,0.0,231
231,8,248,0.0,0.0,232
232,8,412,0.0,0.0,233
233,8,1057,0.0,0.0,234
234,9,1,0.0,0.0,235
235,9,2,0.0,0.0,236
236,9,5,0.0,0.0,237
237,9,9,0.0,0.0,238
238,9,14,0.0,0.0,239
239,9,18,0.0,0.0,240
240,9,20,0.0,0.0,241
241,9,37,0.0,0.0,242
242,9,44,0.0,0.0,243
243,9,47,0.0,0.0,244
244,9,51,0.0,0.0,245
245,9,60,0.0,0.0,246
246,9,68,0.0,0.0,247
247,9,69,0.0,0.0,248
248,9,70,0.0,0.0,249
249,9,71,0.0,0.0,250
250,9,73,0.0,0.0,251
251,9,78,0.0,0.0,252
252,9,83,0.0,0.0,253
253,9,97,0.0,0.0,254
254,9,98,0.0,0.0,255
255,9,100,0.0,0.0,256
256,9,101,0.0,0.0,257
257,9,102,0.0,0.0,258
258,9,104,0.0,0.0,259
259,9,108,0.0,0.0,260
260,9,110,0.0,0.0,261
261,9,121,0.0,0.0,262
262,9,128,0.0,0.0,263
263,9,166,0.0,0.0,264
264,9,170,0.0,0.0,265
265,9,171,0.0,0.0,266
266,9,179,0.0,0.0,267
267,9,195,0.0,0.0,268
268,9,199,0.0,0.0,269
269,9,218,0.0,0.0,270
270,9,234,0.0,0.0,271
271,9,316,0.0,0.0,272
272,10,1,0.0,0.0,273
273,10,2,0.0,0.0,274
274,10,3,0.0,0.0,275
275,10,5,0.0,0.0,276
276,10,8,0.0,0.0,277
277,10,10,0.0,0.0,278
278,10,11,0.0,0.0,279
279,10,15,0.0,0.0,280
280,10,17,0.0,0.0,281
281,10,41,0.0,0.0,282
282,10,47,0.0,0.0,283
283,10,53,0.0,0.0,284
284,10,55,0.0,0.0,285
285,10,56,0.0,0.0,286
286,10,57,0.0,0.0,287
287,10,58,0.0,0.0,288
288,10,59,0.0,0.0,289
289,10,60,0.0,0.0,290
290,10,61,0.0,0.0,291
291,10,62,0.0,0.0,292
292,10,63,0.0,0.0,293
293,10,64,0.0,0.0,294
294,10,65,0.0,0.0,295
295,10,66,0.0,0.0,296
296,10,67,0.0,0.0,297
297,10,68,0.0,0.0,298
298,10,69,0.0,0.0,299
299,10,70,0.0,0.0,300
300,10,74,0.0,0.0,301
301,10,105,0.0,0.0,302
302,10,109,0.0,0.0,303
303,10,131,0.0,0.0,304
304,10,135,0.0,0.0,305
305,10,145,0.0,0.0,306
306,10,161,0.0,0.0,307
307,10,166,0.0,0.0,308
308,10,176,0.0,0.0,309
309,10,185,0.0,0.0,310
310,10,190,0.0,0.0,311
311,10,269,0.0,0.0,312
312,11,1,0.0,0.0,313
313,11,2,0.0,0.0,314
314,11,3,0.0,0.0,315
315,11,4,0.0,0.0,316
316,11,5,0.0,0.0,317
317,11,10,0.0,0.0,318
318,11,11,0.0,0.0,319
319,11,21,0.0,0.0,320
320,11,24,0.0,0.0,321
321,11,37,0.0,0.0,322
322,11,38,0.0,0.0,323
323,11,39,0.0,0.0,324
324,11,40,0.0,0.0,325
325,11,41,0.0,0.0,326
326,11,42,0.0,0.0,327
327,11,43,0.0,0.0,328
328,11,44,0.0,0.0,329
329,11,45,0.0,0.0,330
330,11,46,0.0,0.0,331
331,11,47,0.0,0.0,332
332,11,48,0.0,0.0,333
333,11,85,0.0,0.0,334
334,11,161,0.0,0.0,335
335,11,740,0.0,0.0,336
336,11,743,0.0,0.0,337
337,11,780,0.0,0.0,338
338,12,1,0.0,0.0,339
339,12,12,0.0,0.0,340
340,12,16,0.0,0.0,341
341,12,17,0.0,0.0,342
342,12,25,0.0,0.0,343
343,12,32,0.0,0.0,344
344,12,36,0.0,0.0,345
345,12,46,0.0,0.0,346
346,12,83,0.0,0.0,347
347,12,186,0.0,0.0,348
348,12,201,0.0,0.0,349
349,12,221,0.0,0.0,350
350,12,242,0.0,0.0,351
351,12,247,0.0,0.0,352
352,12,269,0.0,0.0,353
353,12,288,0.0,0.0,354
354,12,291,0.0,0.0,355
355,12,295,0.0,0.0,356
356,12,302,0.0,0.0,357
357,12,304,0.0,0.0,358
358,12,309,0.0,0.0,359
359,12,311,0.0,0.0,360
360,12,312,0.0,0.0,361
361,12,393,0.0,0.0,362
362,12,484,0.0,0.0,363
363,12,772,0.0,0.0,364
364,12,881,0.0,0.0,365
365,12,995,0.0,0.0,366
366,12,1044,0.0,0.0,367
367,13,1,0.0,0.0,368
368,13,2,0.0,0.0,369
369,13,6,0.0,0.0,370
370,13,13,0.0,0.0,371
371,13,19,0.0,0.0,372
372,13,22,0.0,0.0,373
373,13,29,0.0,0.0,374
374,13,33,0.0,0.0,375
375,13,34,0.0,0.0,376
376,13,45,0.0,0.0,377
377,13,248,0.0,0.0,378
378,13,254,0.0,0.0,379
379,13,258,0.0,0.0,380
380,13,264,0.0,0.0,381
381,13,273,0.0,0.0,382
382,13,286,0.0,0.0,383
383,13,287,0.0,0.0,384
384,13,291,0.0,0.0,385
385,13,295,0.0,0.0,386
386,13,304,0.0,0.0,387
387,13,340,0.0,0.0,388
388,13,376,0.0,0.0,389
389,13,409,0.0,0.0,390
390,13,423,0.0,0.0,391
391,13,441,0.0,0.0,392
392,13,443,0.0,0.0,393
393,13,464,0.0,0.0,394
394,13,480,0.0,0.0,395
395,13,559,0.0,0.0,396
396,13,601,0.0,0.0,397
397,13,603,0.0,0.0,398
398,13,604,0.0,0.0,399
399,13,810,0.0,0.0,400
400,13,927,0.0,0.0,401
401,13,952,0.0,0.0,402
402,13,999,0.0,0.0,403
403,13,1016,0.0,0.0,404
404,13,1624,0.0,0.0,405
405,14,1,0.0,0.0,406
406,14,2,0.0,0.0,407
407,14,3,0.0,0.0,408
408,14,7,0.0,0.0,409
409,14,8,0.0,0.0,410
410,14,9,0.0,0.0,411
411,14,14,0.0,0.0,412
412,14,18,0.0,0.0,413
413,14,37,0.0,0.0,414
414,14,41,0.0,0.0,415
415,14,45,0.0,0.0,416
416,14,49,0.0,0.0,417
417,14,58,0.0,0.0,418
418,14,59,0.0,0.0,419
419,14,60,0.0,0.0,420
420,14,69,0.0,0.0,421
421,14,72,0.0,0.0,422
422,14,76,0.0,0.0,423
423,14,80,0.0,0.0,424
424,14,83,0.0,0.0,425
425,14,98,0.0,0.0,426
426,14,99,0.0,0.0,427
427,14,100,0.0,0.0,428
428,14,101,0.0,0.0,429
429,14,102,0.0,0.0,430
430,14,103,0.0,0.0,431
431,14,109,0.0,0.0,432
432,14,129,0.0,0.0,433
433,14,130,0.0,0.0,434
434,14,171,0.0,0.0,435
435,14,179,0.0,0.0,436
436,14,199,0.0,0.0,437
437,14,234,0.0,0.0,438
438,14,248,0.0,0.0,439
439,14,316,0.0,0.0,440
440,14,320,0.0,0.0,441
441,14,385,0.0,0.0,442
442,14,703,0.0,0.0,443
443,15,1,0.0,0.0,444
444,15,2,0.0,0.0,445
445,15,5,0.0,0.0,446
446,15,10,0.0,0.0,447
447,15,15,0.0,0.0,448
448,15,17,0.0,0.0,449
449,15,18,0.0,0.0,450
450,15,37,0.0,0.0,451
451,15,57,0.0,0.0,452
452,15,58,0.0,0.0,453
453,15,60,0.0,0.0,454
454,15,63,0.0,0.0,455
455,15,104,0.0,0.0,456
456,15,108,0.0,0.0,457
457,15,109,0.0,0.0,458
458,15,148,0.0,0.0,459
459,15,158,0.0,0.0,460
460,15,180,0.0,0.0,461
461,15,182,0.0,0.0,462
462,15,183,0.0,0.0,463
463,15,184,0.0,0.0,464
464,15,185,0.0,0.0,465
465,15,187,0.0,0.0,466
466,15,239,0.0,0.0,467
467,15,269,0.0,0.0,468
468,15,320,0.0,0.0,469
469,15,322,0.0,0.0,470
470,15,325,0.0,0.0,471
471,15,664,0.0,0.0,472
472,15,736,0.0,0.0,473
473,15,1017,0.0,0.0,474
474,16,1,0.0,0.0,475
475,16,6,0.0,0.0,476
476,16,12,0.0,0.0,477
477,16,16,0.0,0.0,478
478,16,25,0.0,0.0,479
479,16,39,0.0,0.0,480
480,16,45,0.0,0.0,481
481,16,139,0.0,0.0,482
482,16,160,0.0,0.0,483
483,16,176,0.0,0.0,484
484,16,201,0.0,0.0,485
485,16,225,0.0,0.0,486
486,16,264,0.0,0.0,487
487,16,288,0.0,0.0,488
488,16,295,0.0,0.0,489
489,16,312,0.0,0.0,490
490,16,338,0.0,0.0,491
491,16,377,0.0,0.0,492
492,16,378,0.0,0.0,493
493,16,427,0.0,0.0,494
494,16,429,0.0,0.0,495
495,16,480,0.0,0.0,496
496,16,484,0.0,0.0,497
497,16,486,0.0,0.0,498
498,16,553,0.0,0.0,499
499,16,772,0.0,0.0,500
500,16,1075,0.0,0.0,501
501,16,1108,0.0,0.0,502
502,17,1,0.0,0.0,503
503,17,2,0.0,0.0,504
504,17,3,0.0,0.0,505
505,17,7,0.0,0.0,506
506,17,8,0.0,0.0,507
507,17,10,0.0,0.0,508
508,17,12,0.0,0.0,509
509,17,15,0.0,0.0,510
510,17,17,0.0,0.0,511
511,17,21,0.0,0.0,512
512,17,30,0.0,0.0,513
513,17,51,0.0,0.0,514
514,17,53,0.0,0.0,515
515,17,56,0.0,0.0,516
516,17,57,0.0,0.0,517
517,17,59,0.0,0.0,518
518,17,60,0.0,0.0,519
519,17,63,0.0,0.0,520
520,17,64,0.0,0.0,521
521,17,66,0.0,0.0,522
522,17,75,0.0,0.0,523
523,17,103,0.0,0.0,524
524,17,105,0.0,0.0,525
525,17,107,0.0,0.0,526
526,17,109,0.0,0.0,527
527,17,111,0.0,0.0,528
528,17,127,0.0,0.0,529
529,17,128,0.0,0.0,530
530,17,143,0.0,0.0,531
531,17,149,0.0,0.0,532
532,17,153,0.0,0.0,533
533,17,158,0.0,0.0,534
534,17,165,0.0,0.0,535
535,17,167,0.0,0.0,536
536,17,169,0.0,0.0,537
537,17,178,0.0,0.0,538
538,17,181,0.0,0.0,539
539,17,182,0.0,0.0,540
540,17,184,0.0,0.0,541
541,17,186,0.0,0.0,542
542,17,187,0.0,0.0,543
543,17,209,0.0,0.0,544
544,17,210,0.0,0.0,545
545,17,213,0.0,0.0,546
546,17,224,0.0,0.0,547
547,17,227,0.0,0.0,548
548,17,268,0.0,0.0,549
549,17,269,0.0,0.0,550
550,17,324,0.0,0.0,551
551,17,995,0.0,0.0,552
552,17,1028,0.0,0.0,553
553,17,1257,0.0,0.0,554
554,18,1,0.0,0.0,555
555,18,3,0.0,0.0,556
556,18,9,0.0,0.0,557
557,18,14,0.0,0.0,558
558,18,15,0.0,0.0,559
559,18,18,0.0,0.0,560
560,18,37,0.0,0.0,561
561,18,57,0.0,0.0,562
562,18,60,0.0,0.0,563
563,18,100,0.0,0.0,564
564,18,101,0.0,0.0,565
565,18,102,0.0,0.0,566
566,18,104,0.0,0.0,567
567,18,108,0.0,0.0,568
568,18,110,0.0,0.0,569
569,18,121,0.0,0.0,570
570,18,127,0.0,0.0,571
571,18,130,0.0,0.0,572
572,18,141,0.0,0.0,573
573,18,144,0.0,0.0,574
574,18,146,0.0,0.0,575
575,18,147,0.0,0.0,576
576,18,170,0.0,0.0,577
577,18,185,0.0,0.0,578
578,18,191,0.0,0.0,579
579,18,220,0.0,0.0,580
580,18,223,0.0,0.0,581
581,18,234,0.0,0.0,582
582,18,236,0.0,0.0,583
583,18,239,0.0,0.0,584
584,18,243,0.0,0.0,585
585,18,248,0.0,0.0,586
586,18,289,0.0,0.0,587
587,19,1,0.0,0.0,588
588,19,2,0.0,0.0,589
589,19,3,0.0,0.0,590
590,19,6,0.0,0.0,591
591,19,13,0.0,0.0,592
592,19,19,0.0,0.0,593
593,19,20,0.0,0.0,594
594,19,21,0.0,0.0,595
595,19,22,0.0,0.0,596
596,19,210,0.0,0.0,597
597,19,422,0.0,0.0,598
598,19,441,0.0,0.0,599
599,19,580,0.0,0.0,600
600,19,603,0.0,0.0,601
601,19,604,0.0,0.0,602
602,19,655,0.0,0.0,603
603,19,999,0.0,0.0,604
604,19,1563,0.0,0.0,605
605,20,1,0.0,0.0,606
606,20,2,0.0,0.0,607
607,20,7,0.0,0.0,608
608,20,9,0.0,0.0,609
609,20,19,0.0,0.0,610
610,20,20,0.0,0.0,611
611,20,32,0.0,0.0,612
612,20,40,0.0,0.0,613
613,20,114,0.0,0.0,614
614,20,150,0.0,0.0,615
615,20,171,0.0,0.0,616
616,20,187,0.0,0.0,617
617,20,196,0.0,0.0,618
618,20,205,0.0,0.0,619
619,20,245,0.0,0.0,620
620,20,257,0.0,0.0,621
621,20,297,0.0,0.0,622
622,20,300,0.0,0.0,623
623,20,342,0.0,0.0,624
624,20,344,0.0,0.0,625
625,20,450,0.0,0.0,626
626,20,468,0.0,0.0,627
627,20,583,0.0,0.0,628
628,21,2,0.0,0.0,629
629,21,3,0.0,0.0,630
630,21,4,0.0,0.0,631
631,21,11,0.0,0.0,632
632,21,17,0.0,0.0,633
633,21,19,0.0,0.0,634
634,21,21,0.0,0.0,635
635,21,22,0.0,0.0,636
636,21,23,0.0,0.0,637
637,21,24,0.0,0.0,638
638,21,25,0.0,0.0,639
639,21,26,0.0,0.0,640
640,21,27,0.0,0.0,641
641,21,28,0.0,0.0,642
642,21,29,0.0,0.0,643
643,21,30,0.0,0.0,644
644,21,31,0.0,0.0,645
645,21,32,0.0,0.0,646
646,21,33,0.0,0.0,647
647,21,34,0.0,0.0,648
648,21,35,0.0,0.0,649
649,21,36,0.0,0.0,650
650,21,53,0.0,0.0,651
651,21,54,0.0,0.0,652
652,21,158,0.0,0.0,653
653,21,161,0.0,0.0,654
654,21,227,0.0,0.0,655
655,21,228,0.0,0.0,656
656,21,874,0.0,0.0,657
657,21,926,0.0,0.0,658
658,22,13,0.0,0.0,659
659,22,19,0.0,0.0,660
660,22,21,0.0,0.0,661
661,22,22,0.0,0.0,662
662,22,29,0.0,0.0,663
663,22,35,0.0,0.0,664
664,22,114,0.0,0.0,665
665,22,246,0.0,0.0,666
666,22,423,0.0,0.0,667
667,22,603,0.0,0.0,668
668,22,604,0.0,0.0,669
669,22,617,0.0,0.0,670
670,22,827,0.0,0.0,671
671,22,980,0.0,0.0,672
672,22,1000,0.0,0.0,673
673,22,1079,0.0,0.0,674
674,22,1095,0.0,0.0,675
675,22,1257,0.0,0.0,676
676,22,1336,0.0,0.0,677
677,22,1371,0.0,0.0,678
678,22,1554,0.0,0.0,679
679,23,21,0.0,0.0,680
680,23,23,0.0,0.0,681
681,23,27,0.0,0.0,682
682,23,30,0.0,0.0,683
683,23,31,0.0,0.0,684
684,23,32,0.0,0.0,685
685,23,35,0.0,0.0,686
686,23,36,0.0,0.0,687
687,23,38,0.0,0.0,688
688,23,209,0.0,0.0,689
689,23,210,0.0,0.0,690
690,23,212,0.0,0.0,691
691,23,214,0.0,0.0,692
692,23,228,0.0,0.0,693
693,23,272,0.0,0.0,694
694,23,414,0.0,0.0,695
695,23,467,0.0,0.0,696
696,23,468,0.0,0.0,697
697,23,583,0.0,0.0,698
698,23,707,0.0,0.0,699
699,23,807,0.0,0.0,700
700,23,862,0.0,0.0,701
701,23,874,0.0,0.0,702
702,23,906,0.0,0.0,703
703,23,917,0.0,0.0,704
704,23,957,0.0,0.0,705
705,23,963,0.0,0.0,706
706,23,970,0.0,0.0,707
707,23,991,0.0,0.0,708
708,23,997,0.0,0.0,709
709,23,998,0.0,0.0,710
710,23,999,0.0,0.0,711
711,23,1000,0.0,0.0,712
712,23,1028,0.0,0.0,713
713,23,1055,0.0,0.0,714
714,23,1060,0.0,0.0,715
715,24,2,0.0,0.0,716
716,24,4,0.0,0.0,717
717,24,5,0.0,0.0,718
718,24,11,0.0,0.0,719
719,24,21,0.0,0.0,720
720,24,24,0.0,0.0,721
721,24,25,0.0,0.0,722
722,24,28,0.0,0.0,723
723,24,30,0.0,0.0,724
724,24,34,0.0,0.0,725
725,24,39,0.0,0.0,726
726,24,40,0.0,0.0,727
727,24,41,0.0,0.0,728
728,24,42,0.0,0.0,729
729,24,44,0.0,0.0,730
730,24,50,0.0,0.0,731
731,24,51,0.0,0.0,732
732,24,52,0.0,0.0,733
733,24,53,0.0,0.0,734
734,24,54,0.0,0.0,735
735,24,68,0.0,0.0,736
736,24,72,0.0,0.0,737
737,24,79,0.0,0.0,738
738,24,81,0.0,0.0,739
739,24,135,0.0,0.0,740
740,24,154,0.0,0.0,741
741,24,743,0.0,0.0,742
742,25,2,0.0,0.0,743
743,25,4,0.0,0.0,744
744,25,12,0.0,0.0,745
745,25,16,0.0,0.0,746
746,25,21,0.0,0.0,747
747,25,24,0.0,0.0,748
748,25,25,0.0,0.0,749
749,25,28,0.0,0.0,750
750,25,30,0.0,0.0,751
751,25,38,0.0,0.0,752
752,25,39,0.0,0.0,753
753,25,54,0.0,0.0,754
754,25,81,0.0,0.0,755
755,25,160,0.0,0.0,756
756,25,215,0.0,0.0,757
757,25,224,0.0,0.0,758
758,25,269,0.0,0.0,759
759,25,309,0.0,0.0,760
760,25,377,0.0,0.0,761
761,25,378,0.0,0.0,762
762,25,393,0.0,0.0,763
763,25,427,0.0,0.0,764
764,25,649,0.0,0.0,765
765,25,881,0.0,0.0,766
766,26,21,0.0,0.0,767
767,26,26,0.0,0.0,768
768,26,28,0.0,0.0,769
769,26,31,0.0,0.0,770
770,26,35,0.0,0.0,771
771,26,192,0.0,0.0,772
772,26,201,0.0,0.0,773
773,26,214,0.0,0.0,774
774,26,224,0.0,0.0,775
775,26,227,0.0,0.0,776
776,26,228,0.0,0.0,777
777,26,254,0.0,0.0,778
778,26,270,0.0,0.0,779
779,26,272,0.0,0.0,780
780,26,293,0.0,0.0,781
781,26,296,0.0,0.0,782
782,26,413,0.0,0.0,783
783,26,414,0.0,0.0,784
784,26,418,0.0,0.0,785
785,26,451,0.0,0.0,786
786,26,461,0.0,0.0,787
787,26,470,0.0,0.0,788
788,26,588,0.0,0.0,789
789,26,624,0.0,0.0,790
790,26,778,0.0,0.0,791
791,26,779,0.0,0.0,792
792,26,818,0.0,0.0,793
793,26,848,0.0,0.0,794
794,26,849,0.0,0.0,795
795,26,856,0.0,0.0,796
796,26,928,0.0,0.0,797
797,26,929,0.0,0.0,798
798,26,934,0.0,0.0,799
799,26,1014,0.0,0.0,800
800,26,1024,0.0,0.0,801
801,26,1061,0.0,0.0,802
802,26,1077,0.0,0.0,803
803,26,1173,0.0,0.0,804
804,26,1604,0.0,0.0,805
805,27,21,0.0,0.0,806
806,27,23,0.0,0.0,807
807,27,27,0.0,0.0,808
808,27,29,0.0,0.0,809
809,27,30,0.0,0.0,810
810,27,32,0.0,0.0,811
811,27,38,0.0,0.0,812
812,27,114,0.0,0.0,813
813,27,159,0.0,0.0,814
814,27,160,0.0,0.0,815
815,27,162,0.0,0.0,816
816,27,204,0.0,0.0,817
817,27,228,0.0,0.0,818
818,27,253,0.0,0.0,819
819,27,297,0.0,0.0,820
820,27,304,0.0,0.0,821
821,27,307,0.0,0.0,822
822,27,311,0.0,0.0,823
823,27,330,0.0,0.0,824
824,27,344,0.0,0.0,825
825,27,368,0.0,0.0,826
826,27,378,0.0,0.0,827
827,27,379,0.0,0.0,828
828,27,413,0.0,0.0,829
829,27,456,0.0,0.0,830
830,27,457,0.0,0.0,831
831,27,468,0.0,0.0,832
832,27,471,0.0,0.0,833
833,27,474,0.0,0.0,834
834,27,583,0.0,0.0,835
835,27,738,0.0,0.0,836
836,27,807,0.0,0.0,837
837,27,818,0.0,0.0,838
838,27,821,0.0,0.0,839
839,27,837,0.0,0.0,840
840,27,862,0.0,0.0,841
841,27,874,0.0,0.0,842
842,27,898,0.0,0.0,843
843,27,902,0.0,0.0,844
844,27,906,0.0,0.0,845
845,27,952,0.0,0.0,846
846,27,967,0.0,0.0,847
847,27,996,0.0,0.0,848
848,27,997,0.0,0.0,849
849,27,998,0.0,0.0,850
850,27,1002,0.0,0.0,851
851,27,1028,0.0,0.0,852
852,27,1045,0.0,0.0,853
853,28,21,0.0,0.0,854
854,28,24,0.0,0.0,855
855,28,25,0.0,0.0,856
856,28,26,0.0,0.0,857
857,28,28,0.0,0.0,858
858,28,34,0.0,0.0,859
859,28,36,0.0,0.0,860
860,28,39,0.0,0.0,861
861,28,40,0.0,0.0,862
862,28,44,0.0,0.0,863
863,28,50,0.0,0.0,864
864,28,51,0.0,0.0,865
865,28,83,0.0,0.0,866
866,28,105,0.0,0.0,867
867,28,111,0.0,0.0,868
868,28,128,0.0,0.0,869
869,28,152,0.0,0.0,870
870,28,192,0.0,0.0,871
